question,category,subcategory
Are security policies tailored to the specific risks and requirements of different departments or business units within the organization?,Policy Management,Security Policies
Does the security policy address vulnerability management and patch management procedures?,Policy Management,Security Policies
Are security policies integrated into the organization's change management process?,Policy Management,Security Policies
Does the organization have a policy that explicitly prohibits the installation and use of unauthorized software?,Policy Management,Security Policies
Are there security policies that address the use of encryption for sensitive data at rest and in transit?,Policy Management,Security Policies
Does the security policy define acceptable use guidelines for internet and email access?,Policy Management,Security Policies
"Is there a policy in place to address physical security controls, such as access badges and surveillance systems?",Policy Management,Security Policies
Does the security policy address business continuity and disaster recovery planning?,Policy Management,Security Policies
Are there security policies that address the management of privileged access accounts?,Policy Management,Security Policies
Does the organization maintain a security policy regarding social engineering awareness and prevention?,Policy Management,Security Policies
Does the policy include guidelines on how employees should handle and classify data according to its sensitivity?,Policy Management,Security Policies
Does the organization have a formal security policy for cloud computing environments?,Policy Management,Security Policies
Are there specific security policies that address the use of artificial intelligence (AI) and machine learning (ML) technologies?,Policy Management,Security Policies
Does the security policy cover the secure disposal of electronic and physical media containing sensitive data?,Policy Management,Security Policies
Are there specific policies in place for incident response and data breach notification?,Policy Management,Security Policies
"Does the security policy address the ethical considerations of data collection, use, and sharing?",Policy Management,Security Policies
Is there a policy addressing the secure configuration of systems and applications?,Policy Management,Security Policies
Does the security policy address the requirements for background checks and personnel security screening?,Policy Management,Security Policies
Does the security policy address the security of application programming interfaces (APIs)?,Policy Management,Security Policies
Is there a security policy in place that addresses compliance with data privacy regulations such as GDPR or CCPA?,Policy Management,Security Policies
Are there policies related to the secure development lifecycle (SDLC) of applications?,Policy Management,Security Policies
Does the organization have a policy on password management and authentication?,Policy Management,Security Policies
"Is there a documented policy requiring regular security assessments, such as penetration testing and vulnerability scanning?",Policy Management,Security Policies
Does the security policy address the management and monitoring of user activity and access logs?,Policy Management,Security Policies
Is there a policy in place prohibiting the use of personal devices for accessing company resources without authorization?,Policy Management,Security Policies
Does the security policy address acceptable use of social media and online communication platforms?,Policy Management,Security Policies
Are there policies that govern the sharing of sensitive information with external parties?,Policy Management,Security Policies
Does the security policy include requirements for secure coding practices?,Policy Management,Security Policies
Is there a documented policy outlining the process for handling and reporting security vulnerabilities?,Policy Management,Security Policies
"Does the organization maintain a documented inventory of all applicable legal, regulatory, and contractual requirements related to information security?",Policy Management,Legal and Compliance Requirements
How does the organization ensure compliance with data residency requirements mandated by applicable laws and regulations?,Policy Management,Legal and Compliance Requirements
Is there a designated individual or team responsible for monitoring changes in relevant legal and regulatory landscapes?,Policy Management,Legal and Compliance Requirements
"Does the organization conduct periodic reviews of its information security policies and procedures to ensure alignment with current legal and regulatory obligations (e.g., GDPR, CCPA, HIPAA, ISO 27001)?",Policy Management,Legal and Compliance Requirements
What mechanisms are in place to verify that third-party service providers comply with all applicable legal and regulatory requirements related to data protection and privacy?,Policy Management,Legal and Compliance Requirements
How does the organization handle data breach notification requirements as mandated by various jurisdictions?,Policy Management,Legal and Compliance Requirements
"Does the organization have a process for documenting and responding to legal requests for information, such as subpoenas or court orders?",Policy Management,Legal and Compliance Requirements
How does the organization ensure adherence to copyright laws and software licensing agreements?,Policy Management,Legal and Compliance Requirements
Are employees provided with training on relevant legal and compliance requirements related to their roles and responsibilities?,Policy Management,Legal and Compliance Requirements
Does the organization have a documented process for conducting privacy impact assessments (PIAs) for new projects or systems that process personal data?,Policy Management,Legal and Compliance Requirements
"How does the organization manage international data transfers in compliance with applicable laws and regulations (e.g., GDPR, Schrems II)?",Policy Management,Legal and Compliance Requirements
"Is there a process for obtaining and documenting consent for the collection, use, and disclosure of personal data?",Policy Management,Legal and Compliance Requirements
"How does the organization handle data subject rights requests, such as access, rectification, erasure, and portability?",Policy Management,Legal and Compliance Requirements
Does the organization have a policy on the use of cookies and other tracking technologies on its websites and applications?,Policy Management,Legal and Compliance Requirements
"How does the organization ensure compliance with industry-specific regulations, such as PCI DSS for payment card data security or GLBA for financial institutions?",Policy Management,Legal and Compliance Requirements
Does the organization conduct regular audits to assess compliance with applicable legal and regulatory requirements?,Policy Management,Legal and Compliance Requirements
How does the organization maintain records of its compliance efforts to demonstrate accountability to regulators and stakeholders?,Policy Management,Legal and Compliance Requirements
Is there a documented process for escalating and resolving compliance-related issues?,Policy Management,Legal and Compliance Requirements
How does the organization handle whistleblower reports related to potential legal or regulatory violations?,Policy Management,Legal and Compliance Requirements
Does the organization have a code of conduct that outlines ethical and legal standards for employees?,Policy Management,Legal and Compliance Requirements
"How does the organization assess and manage legal risks associated with the use of new technologies, such as artificial intelligence or blockchain?",Policy Management,Legal and Compliance Requirements
Is there a process for monitoring and responding to cybersecurity threats that may have legal or regulatory implications?,Policy Management,Legal and Compliance Requirements
How does the organization ensure compliance with export control regulations related to software and technology?,Policy Management,Legal and Compliance Requirements
Does the organization have a policy on data retention and deletion that complies with legal and regulatory requirements?,Policy Management,Legal and Compliance Requirements
How does the organization manage cross-border data flows in compliance with international treaties and agreements?,Policy Management,Legal and Compliance Requirements
Is there a documented process for assessing the impact of new laws and regulations on the organization's information security program?,Policy Management,Legal and Compliance Requirements
How does the organization ensure compliance with accessibility standards for its websites and applications?,Policy Management,Legal and Compliance Requirements
Does the organization have a policy on the use of social media that complies with legal and ethical guidelines?,Policy Management,Legal and Compliance Requirements
How does the organization handle intellectual property rights related to its products and services?,Policy Management,Legal and Compliance Requirements
Is there a process for managing legal disputes and litigation related to information security incidents or data breaches?,Policy Management,Legal and Compliance Requirements
Does the organization have cyber insurance coverage to mitigate financial risks associated with data breaches and other cybersecurity incidents?,Policy Management,Legal and Compliance Requirements
How does the organization ensure compliance with e-discovery requirements in legal proceedings?,Policy Management,Legal and Compliance Requirements
Is there a process for monitoring and responding to government regulations related to critical infrastructure protection?,Policy Management,Legal and Compliance Requirements
How does the organization manage legal risks associated with the use of cloud computing services?,Policy Management,Legal and Compliance Requirements
Does the organization have a policy on the use of encryption that complies with legal and regulatory requirements?,Policy Management,Legal and Compliance Requirements
How does the organization ensure compliance with laws and regulations related to consumer protection and fair business practices?,Policy Management,Legal and Compliance Requirements
Is there a documented process for managing legal risks associated with mergers and acquisitions?,Policy Management,Legal and Compliance Requirements
How does the organization ensure compliance with laws and regulations related to anti-corruption and bribery?,Policy Management,Legal and Compliance Requirements
Does the organization have a policy on data minimization that complies with privacy regulations?,Policy Management,Legal and Compliance Requirements
How does the organization manage legal risks associated with the use of open-source software?,Policy Management,Legal and Compliance Requirements
Is there a process for monitoring and responding to legal developments related to cybersecurity and data privacy?,Policy Management,Legal and Compliance Requirements
How does the organization ensure compliance with laws and regulations related to workplace privacy?,Policy Management,Legal and Compliance Requirements
Does the organization have a policy on the use of artificial intelligence that complies with ethical and legal guidelines?,Policy Management,Legal and Compliance Requirements
How does the organization manage legal risks associated with the Internet of Things (IoT)?,Policy Management,Legal and Compliance Requirements
Is there a process for ensuring that contracts with third parties include appropriate legal and security provisions?,Policy Management,Legal and Compliance Requirements
How does the organization ensure compliance with accessibility laws and regulations for individuals with disabilities?,Policy Management,Legal and Compliance Requirements
Does the organization have a documented process for managing legal risks associated with remote work arrangements?,Policy Management,Legal and Compliance Requirements
How does the organization ensure compliance with environmental regulations related to data centers and IT equipment?,Policy Management,Legal and Compliance Requirements
Is there a process for monitoring and responding to legal challenges to the organization's data privacy practices?,Policy Management,Legal and Compliance Requirements
"How does the organization comply with Payment Card Industry Data Security Standard (PCI DSS) requirements for legal and compliance matters? Specifically, how does the organization ensure it maintains documented evidence of PCI DSS compliance activities, as required by Requirement 12?",Policy Management,Legal and Compliance Requirements
